Sentence ID,HIT ID,Formality,Informativeness,Implicature,Length in Words,Length in Characters,F-score,I-score,Lexical Density,Actual sentence
5768,36BTXXLZ2U7H94HMNWXQ90KG0TQ4RC,3.8,4,4.4,30,197,73.33333333,3.8,56.66666667,"""There have been constant meetings between the pirates, and they finally disagreed over the management of the couple,"" said Mahamoud, a resident of Xarardheere, a pirate stronghold along the shore."
5769,3O71U79SRAO9E9658PXRL46C8MUMSD,5.4,4.6,5.2,23,147,78.26086957,4.043478261,56.52173913,"There have been numerous allegations of abuses by the de facto government, including arbitrary detentions and the use of excessive force by troops."
5770,3VGZ74AYTFFTFILN009WTUIXQXWCG1,5,5.6,4,41,246,64.63414634,3.317073171,60.97560976,There he was arrested on September 24 at a motel room for allegedly listening to a police scanner and relaying information on Twitter to help protesters avoid heavily-armed cops -- an activity the State Department lauded when it happened in Iran.
5771,3PKJ68EHDMVUNSM4UY801Y7TVHIHJJ,4.2,4.8,2,17,78,55.88235294,3.823529412,41.17647059,There is a 2000 acre preserve there that you can hike from 1 mile to 10 miles.
5772,3R0WOCG21L8MPSSWK1TOHF16K5MUDI,5,5.4,3.8,34,194,54.41176471,8.852941176,58.82352941,"""There is a commission that should have been set up, the media, commission, it's taking long because if it was in place it was supposed to deal with whatever issues related to media complaints."""
5773,3MQKOF1EE1NZHWH1F18PZ3M35LXDW0,5,5.2,2.6,18,117,72.22222222,6.388888889,55.55555556,"""There is a delicate balance to strike between showing leadership in this area and facilitating a scientific debate."""
5774,3XH7ZM9YX1TI6ANY4RTHQ8VWML3R9U,5,5.8,2.6,20,123,60,3.1,65,"There is a desktop integration mentioned for GNOME, but the files you download include desktop integration for KDE as well."
5775,3K2CEDRACA0AT9JKXP2HV92YA58MT2,2.6,4.6,3.6,11,92,54.54545455,5.909090909,81.81818182,There is a great post I would refer you to:  http://ubuntuforums.org/showthread.php?t=516747
5776,33P2GD6NRMRPYCSMCJ8C2D76A6IHKI,1.6,3.4,3.4,27,110,57.40740741,4.037037037,48.14814815,there is a lot to do if you like to be on the go- but there isn't a ton to do if you aren't into the outdoors.
5777,388CL5C1RIM0IIA4XJKDHDKLZ6NHLL,3.6,4.2,3.2,14,68,60.71428571,7.142857143,71.42857143,There is also a bike shop right next to the Pancake house as well...
5778,3S829FDFT10E6WMRP64B1M0AEN3DXT,3,5,4,13,86,50,8.923076923,61.53846154,There is also another file called .xsession-errors that will give us some information.
5779,3B286OTISDGFD5EQOSY8KCKPIMRJA9,3.4,5,4.2,14,78,64.28571429,3.071428571,64.28571429,There is also theatre in Lake Placid and Saranac Lake depending on the season.
5780,3EKZL9T8Y7L7FEGYK6REEUUY5X9CH0,5.8,5.4,4.4,46,301,76.08695652,6.326086957,65.2173913,"""There is a need to check large scale religious conversion being carried out in the country through inducements by incorporating the provision of embracing any faith before a competent authority,"" Singh said addressing the 'Amrit Mahotsav' of senior BJP leader Kailash Narayan Sarang, here last night."
5781,367O8HRHKF7TAJHZ2LXVZAPCMV94S0,3,5.6,4.4,12,63,79.16666667,4.166666667,50,There is an unlit trail that shortens the walk to these motels.
5782,3SMIWMMK604LYYSN1WYE93QRRLSWUT,6,4.8,3.8,41,260,64.63414634,3.317073171,60.97560976,"""There is an urgent need for countries like Australia and Germany to offer permanent refuge for not only the Uighurs temporarily resettled in Palau or still detained at Guantanamo, but also detainees from countries like Algeria, Libya and Tajikistan,"" he said."
5783,34HEO7RUG5TWBTX3WX7HM36GS3LRA9,2.8,3.4,5.6,13,73,57.69230769,4.923076923,61.53846154,There is a particularly useful script I use that requires login as admin.
5784,336OE47KI1JLBDHN6M8J5PSA5S1WVI,4.6,4.8,4.6,11,57,59.09090909,7.636363636,63.63636364,There is a special print driver that has to be installed.
5785,3FDWKV9VCM1PTMY9XUSR05O0TJFMUT,6.4,6.6,4.6,74,396,61.48648649,6.162162162,56.75675676,"""There is as yet no evidence that money goes to terrorists, but given all of the rumours that al-Qaida has active cells in Somalia, it would not be of huge surprise if there is a connection there. We will not find out until the government takes the initiative with other interested states to find out and look at the magnitude of the sums involved and where the money is going. It is of concern."""
5786,3R16PJFTS2QVM04RXCOT8OY251WK4Z,2.6,3.6,4,26,158,51.92307692,6.230769231,73.07692308,"There is continued CD/HD activity, but the display goes completely black (can't even read front-lit or with an external monitor) - am I doing something wrong?"
5787,3AQN9REUTEF361C1U2QDK07JGTXDYZ,6.2,5.4,3.2,20,119,70,3.95,60,"""There is no coordination with other parts of the government, even after we explain the dangers,"" said Ali Hassan Awad."
5788,39N6W9XWRCM6ILMSWSRLQLAGTLDGYC,3.2,3.6,4.2,21,120,54.76190476,3.380952381,52.38095238,"""There is no more bitter song than the nonrecognition of elections,"" she said, ""and that was enough to really worry us."""
5789,3NQUW096N5773CSLZ7WL4WMXGTF9LN,2.2,4.6,5,9,44,38.88888889,4.222222222,66.66666667,"""There is no safe location where we can go."""
5790,3IKDQS3DQDZ7B9RIQO9ZE6VD5AOCIT,5,5.2,4.6,25,132,74,4.44,56,There is no suggestion that Mr Blair was seeking to use Tesco to profit from his activities as a peace envoy in Israel or Palestine.
5791,3ZQA3IO31AQXKSSN8MXKH788DMW1ON,3.4,3.6,5.4,14,86,53.57142857,5.142857143,57.14285714,"There is nothing commercial about these campsites, but we have enjoyed our time there."
5792,35U0MRQMUI6D648LF0H9OVFO2Q2OVY,4.2,4.8,4.2,8,46,50,4.375,50,"""There is no zero casualty doctrine,"" he said."
5793,3R868ACW4RB6NBWXSET44SJIZFHGZ3,5.2,5.6,3.8,14,84,50,6.071428571,64.28571429,"There is only one shower house, but there are ample bathrooms scattered through out."
5794,3P0I4CQYVX6QLT8Q5AM5AXY29Z4OW8,1.2,4,2.8,13,69,26.92307692,3.461538462,84.61538462,"there is parking, never parked there though, not sure how much it is."
5795,3FVBZG9CLIDNLMLI8QYUJTSXW8BH0B,2.8,4.4,5.6,14,87,71.42857143,5.071428571,64.28571429,There is simply no governing restraint such as a profit motive or anxious stockholders.
5796,3CIS7GGG64IRHY6WGW48NXJRKHNUEB,4.8,5.2,5.8,39,202,65.38461538,6.076923077,53.84615385,"""There is so much potential in the files, to find out who did what to whom, and in order for historians in later years to be able to understand how a totalitarian regime comes about in the first place."""
5797,3D7VY91L64WAXNP3X3BWVFWC4Y7MBB,4.4,4.2,5.4,18,118,52.77777778,4.222222222,66.66666667,"""There is uniform support, uniform horror at what happened. We have been abused by government, misused by government."""
5798,3RIHDBQ1NDXKO0SPXVLSHQZAZBDHMN,3.2,5.2,5.4,36,209,61.11111111,6.694444444,66.66666667,"there is work being done on Airport Extreme IIRC, but in the case of skype, I'd guess if one was to develop his own version from scratch, that used skypes' (secret) protocol, they'd even get countermeasures..."
5799,3VI0PC2ZAXJ5ATDGFFIRCGC9I1AOX1,4.2,4.2,3.4,16,99,56.25,5,56.25,"The remainder were able to pick themselves up and walk away, albeit extremely dazed and distressed."
5800,33KMQD9OFID4A8FQGGXR7VDQQJM770,4.6,4.4,2.4,11,62,72.72727273,2.272727273,72.72727273,"The remaining three are Joe Chow, Khalid Khan and Mike Laster."
5801,3NC6WP7WJGJYQ2HSWWDFRRBOC13WWS,5.4,5.2,2.4,63,409,83.33333333,3.634920635,58.73015873,"The remarkable achievement of LCDR Bulkeley's command in damaging or destroying a notable number of Japanese enemy planes, surface combatant and merchant ships, and in dispersing landing parties and land-based enemy forces during the 4 months and 8 days of operation without benefit of repairs, overhaul, or maintenance facilities for his squadron, is believed to be without precedent in this type of warfare."
5802,3ECKRY5B1PVKJ22SI2T7P4WYES9ZIE,4,4.6,4.6,18,108,66.66666667,3.888888889,72.22222222,"There may also be a new BankCo, described as the ""good"" portion of the completely state-owned Northern Rock."
5803,3IYI9285WRZ36KBO86UZQ7ADIPDCJ5,4.4,4.4,3.8,36,208,63.88888889,4.861111111,63.88888889,"There may be limits to the caretaker role, however, even if he will be returning to Boston in January after Massachusetts voters pick a successor (Kirk is not among the candidates) to fill out Kennedy's term."
5804,3D0LPO3EAAYUAY3QKB4TVUJIK74OY7,3.2,5.6,4.6,36,217,52.77777778,3.361111111,52.77777778,"There may only be three homescreen panes - another thing we're unimpressed by, when HTC Sense offer you seven, plus fancy widgets to fill them with - but there's some sluggishness in panning between them occasionally."
5805,3JTPR5MTZRBDIJ8RBH73DG4G5XRK54,3.8,4.4,4.6,25,127,62,4.16,52,"There might be no drivers for the card under Mac OS but if there are non-binary drivers for it under Linux, then it might work."
5806,3YLTXLH3DE5Q93P2PBDKYUT54GOPHR,4.4,4.4,5.4,24,135,60.41666667,2.625,54.16666667,"""There needs to be an undivided attention of all members of the elected family of San Francisco whether we agree or disagree,"" he said."
5807,34O39PNDK571U32V2B7DHEQMAL6RB4,4.6,4.8,4.4,21,136,64.28571429,3.952380952,61.9047619,The reporter suggested that Tibetan culture had become popular among the Chinese - that both sides were learning to co-exist peacefully.
5808,322ZSN9Z5FJUPJUERL2L9FLYOEN4TP,5.6,5.2,5.8,13,104,73.07692308,2.153846154,61.53846154,The Republican establishment grossly misunderstood and underestimated the mood of the conservative base.
5809,3SBNLSTU6T43BRM6QOSWY7GLMN1DZQ,5,5.6,3.4,19,130,71.05263158,4.947368421,57.89473684,"The Republican Governors Association is lending a helping hand to Christie, spending just over $5 million on 6,032 advertisements."
5810,3BCRDCM0OCT91N85G0H85MIG1S2K6K,5.6,5.6,4.4,21,149,76.19047619,6.19047619,80.95238095,"The Republican nominee, Assemblywoman Dede Scozzafava, is in third place in many polls, having largely been abandoned by national Republican figures."
5811,3BDORL6HKJCK48U1GB38SYW4S66RCB,4,2.6,5,6,35,50,5.833333333,83.33333333,The Republican Party can do better.
5812,3RWO3EJELG8F5S4ONMAZ67DYNRS1P4,3.8,4.6,4.6,11,65,72.72727273,5,72.72727273,The Republican Party has decided that the party needs more women.
5813,3XAOZ9UYRYQ05453NZPO6C38SNE1QV,5.2,5.4,5.8,20,147,70,5.5,65,The Republican Party should help this process along by supporting and promoting deserving candidates with solid accomplishments and sound ideology.
5814,3G5RUKN2EB2XRCV6BKC0HOQMLOF9NP,3.4,3,4.4,14,81,75,4.857142857,71.42857143,"The Republican Party will win on conservative ideas, not on skin color or gender."
5815,3IYI9285WRZ36KBO86UZQ7ADIPCJCB,5,5.4,5.2,36,203,63.88888889,6.111111111,61.11111111,"""The Republicans will never have a majority in the House unless they have every seat in Eastern Washington other than downtown Spokane. So this is a must-win,"" said Vance, who is not working on the race."
5816,3UEDKCTP9UPS5NMAZAM0B0ICW3MK7J,2,4.8,4.4,24,138,70.83333333,3,70.83333333,"There really isn't anything very 'upscale' on the US side, with the exception of the Casino which just opened their hotel last fall, IIRC."
5817,3TUOHPJXYGWDF2MI6191TAPVL39WXL,2.6,3.8,4.2,26,119,51.92307692,4.846153846,57.69230769,There're a lot of secrets and a lot of things that I haven't put out there that are bad...so I don't know if I want to.
5818,3N7PQ0KLI4O7I4TD1C870OTR743E3N,2.2,4.8,4.2,53,294,61.32075472,6.245283019,64.1509434,"""There's a good chance you've driven with someone who's bought a fancy GPS navigation system for their car that gives them voice directions for each turn as they drive. Now Google says it's releasing a version of Google Maps that does the same thing, and you won't have to pay anything for it."""
5819,32CAVSKPCDOSXXCK489TGD0XV8K1U0,5,4.8,4.8,13,90,69.23076923,3.923076923,92.30769231,"""There's a Long, Long Trail A-Winding"" is perhaps Russell's most outstanding ghostly tale."
5820,3DWGDA5POE3SAC1K9YJYCZ2G9FT1VP,5,5.4,4.4,30,179,78.33333333,4.366666667,63.33333333,"""There's an opportunity for growth in these areas - it's a trend we're seeing in the stores due in part to the challenging economic times,"" said Wal-Mart spokesman Steven Restivo."
5821,34XASH8KLPLC1HQDG8TXQZ11L2NPM0,4,4.2,5.4,36,214,73.61111111,3.777777778,58.33333333,"There's a remarkable, depressing paper by Achen and Bartels that includes an analysis of voter views of the deficit in 1996 - by which time the huge deficit that Bill Clinton inherited had been drastically reduced."
5822,3AXFSPQOYPXA9WVYZ8K0YDVGF24JFM,3.4,4.8,4.6,21,138,78.57142857,3.095238095,61.9047619,"There's audio, and some fairly interesting insight from Johnston on the Palin family and his Vanity Fair article, which was ""retaliation."""
5823,3PKJ68EHDMVUNSM4UY801Y7TVHHJHK,4.8,6.4,4.4,25,162,80,3.36,56,The researchers found that lupus nephritis rarely developed in the transplanted kidneys of these lupus patients; it occurred in 2.44% of individuals in the study.
5824,3L21G7IH46V9E6WPE96IJY6ARWV1YY,3.4,3.2,5.2,15,95,53.33333333,3.6,73.33333333,"There seemed several people who experienced the same trouble, and there may be other solutions."
5825,34YWR3PJ279K7CLXDUGGMFGRKYUX0K,4.8,4.8,5,30,172,75,8.1,66.66666667,THE Reserve Bank is expected to lift interest rates on Tuesday adding $50 to the average monthly home loan repayment amid warnings the number of defaulters is set to surge.
5826,38XPGNCKHSZ92BY3WG20AX9JLZ34V5,3.2,4.6,4.4,13,75,61.53846154,4.230769231,69.23076923,There's even a 12-year-old boy in Florida who put together an online video.
5827,3X878VYTIDHHP1UWYZV3VNQ7O75F7C,3.4,3.6,4.6,22,121,79.54545455,7.272727273,54.54545455,"""There should be a real change in the Israeli position toward this issue in order for the peace process to be restarted."""
5828,3G3AJKPCXKRQ65T81RPKHWDD3G54YE,4.4,5,2.8,17,108,55.88235294,3.058823529,76.47058824,There's no prohibition on unplugging the USB cable hot which also would indicate that sdparm isn't required.
5829,3CMV9YRYP20W9O5ULJNYTQ00CYQJLR,3,3.4,4.4,16,102,65.625,3.625,68.75,"""There's not a word to describe the overwhelming depression,"" Ann Chaudhry said as her eyes moistened."
5830,3IWA71V4THFFLN7CFJWXVGQIX1GX6L,2.4,4,4.8,77,429,44.80519481,5.376623377,57.14285714,"""There's nothing like sneaking up, and taking down a guy, and getting that notice that you have the Master Ninja trophy. It means you have improved, you are continuing to master the game, and we are recognizing that. It's not just 'Oh, here's another guy to kill.' It's 'Here's a guy who matters in a larger context. And when I defeat him, that will be recognized.' It's a solid way of rewarding and reinforcing a game's action."""
5831,3R5OYNIC2B8GECGXP5U9CDWTFAJPT1,4.2,4.6,3.6,6,34,75,4.5,66.66666667,The restaurant is small and homey.
5832,3T8DUCXY0M5VMP0Q8GYCQNWEA619TQ,2,3.4,4.8,12,69,75,6.416666667,66.66666667,There's that dumb line from a movie: the truth just sounds different.
5833,3ZG552ORAL3ZZXJGS2JCHICL1L7V20,3,5.4,3.8,7,42,85.71428571,2.428571429,71.42857143,There's the Palace Theatre on Main Street.
5834,3LB1BGHFL1VANQ8YGSQSP4P5JFOYT6,5.2,5.8,3.2,18,109,69.44444444,5.888888889,61.11111111,"The retired Fulbright & Jaworski lawyer with a focus on utility and municipal law has raised almost $300,000."
5835,3Z33IC0JCZLAZH4FDBYRR5KZ7RH9V6,6.2,6,3.4,34,221,82.35294118,3.147058824,58.82352941,"The Rev. Donald Lewis, chancellor of the Corellian Nativist Tradition, the distinct brand of Wicca conjured up by his great-grandmother in central Illinois about half a century ago, said controversy was never the mission."
5836,3FCO4VKOZ3CPJNU03OBXD557C6Q7EM,4,4,3.6,11,69,54.54545455,9.363636364,54.54545455,there was a line   saying lcp-echo-interval 30 that I left unchanged.
5837,3Y7LTZE0YSLPSTXSCJIL87K98NWZUM,5.2,5.6,4.6,25,149,60,3.84,60,"There was also the file of Heinrich Fink, a theology professor who was exposed as the spy ""Heiner"" who regularly informed on students and colleagues."
5838,33K3E8REWVU2P1Q08YTVFUM93W6X87,3,4.4,4.4,12,67,70.83333333,6.166666667,75,There was also time to annoy various View hosts on specific issues.
5839,37PGLWGSJS5PU736I1QX2P8LAJXKIE,3.8,4.8,3.8,8,48,50,2.625,62.5,"There was an audible ""click"" when this happened."
5840,3ZVPAMTJWM2XLKA6IXZRIPHJQYYRGL,4.6,5.4,4.6,43,223,70.93023256,5.953488372,51.1627907,"There was a stretch of three straight possessions in the third in which Rondo found Ray Allen for a long jumper and a pair of 3-pointers, and Allen said, ""It's weird because I never really felt like he had the ball at all."""
5841,3G57RS03HG4I1341MB1ZDKIMOX5523,3.2,4.4,5.4,26,144,53.84615385,6.423076923,57.69230769,"""There was a tester we had who came in and was constantly describing Drake as going into 'beast mode,'"" said Minkoff, a designer on Uncharted 2."
5842,3PZDSVZ3J4GWU6PUUPG90GF6ZW1N47,2.8,2.6,5.2,13,66,34.61538462,4.230769231,61.53846154,"""There was a time where he kind of picked and chose,"" Rivers said."
5843,3IZPORCT1E8BLG5H23H93PTK5YBRHK,5,5.6,4.8,34,205,72.05882353,5.117647059,61.76470588,There was more criticism of the No10 Press machine when the Prime Minister dithered over revealing his favourite biscuit in an interview on the Mumsnet website - even though the question had been expected.
5844,3Y40HMYLL0H0NYXDB1U0BM4Y0NZXUO,2.8,2.4,2.6,8,35,68.75,4.875,50,There were a lot of people to lead.
5845,3MZ3TAMYTKMBHBG18LZU31UZ5BQRID,3,2.8,3.8,13,76,53.84615385,5.076923077,61.53846154,"""There were big arguments over here about how to handle that,"" Minkoff said."
5846,3B9J25CZ24CW5NUEV03DI810E8QCSL,5.8,6.2,4.6,44,253,67.04545455,4.568181818,61.36363636,"There were claims last night that many of those who sit on the 31-strong council - which advises ministers on what evidence there is of harm caused by drugs - may resign en masse, raising serious doubts about how ministers will justify policy decisions."
5847,36QZ6V1588CSRHBEHRODCEN6L8WUSC,5.2,5,5.6,22,138,88.63636364,4.5,59.09090909,There were distressed people outside the Bermuda Dve house as paramedics attended to victims in the front driveway of the two-storey home.
5848,3S8APUMBJWI4RDXMBG7J0PC37XWFBY,4.2,4.2,5.2,14,107,60.71428571,4.285714286,71.42857143,"There were indications, however, that the government's response was being influenced by electoral politics."
5849,3MD8CKRQZYM7CM07Q3KUF29ZIQFRJP,5.2,3.4,4.4,9,55,83.33333333,3.777777778,55.55555556,There were no such worries against the hapless Cougars.
5850,379OL9DBSRDR3BZKIMLBY4OTP8J9YF,5,5.2,4.6,11,63,63.63636364,6.363636364,54.54545455,There were reports that three people in the group had survived.
5851,3G57RS03HG4I1341MB1ZDKIMOX5250,2.6,3.6,4.4,11,52,50,8.181818182,63.63636364,There will be lots of people there to give you tips.
5852,3PUOXASB562R819PE8NUCBXVV2N9Z6,2.6,3,3.6,6,27,33.33333333,2.666666667,50,The river is what he knows.
5853,3A9LA2FRWRDVICRTB2N1S7F86FXHX7,5.4,5.8,4.4,28,177,80.35714286,5.464285714,67.85714286,"The rocket has undergone a sway test that simulated conditions the rocket could experience during rollout to Launch Pad 39B, wind conditions at the pad and first-stage ignition."
5854,3X878VYTIDHHP1UWYZV3VNQ7O757F4,3.8,5,3.4,11,66,59.09090909,4.090909091,72.72727273,"The rooms do not have refrigeraters either, for snacks and drinks."
5855,38O9DZ0A61MEK74FRUB45QWMKSG26G,5.2,5.2,5.6,17,117,73.52941176,3.764705882,64.70588235,"""The root of this is dispossession and deprivation,"" said Ramachandra Guha, a prominent historian based in Bangalore."
5856,3L84EBDQ361G02TUI4B9F5NY2NMKKP,4.2,4.6,4.2,15,75,83.33333333,4.533333333,66.66666667,The Route 9 corridor in New Yorks Hudson Valley has plenty of things to do.
5857,38DCH97KHG170LL7DOVUACZUM4DJQG,2.8,4.6,3.8,16,75,37.5,5.6875,62.5,The route I chose to pick was just because they wouldn't let me see my kid.
5858,3TRB893CSI9N31QR9J1LD8QJPM57G3,6,5.8,2.8,38,243,80.26315789,4.052631579,60.52631579,"The runoff election in Afghanistan became necessary after widespread fraud in the first round of voting in August resulted in hundreds of thousands of Karzai's ballots being invalidated, pushing him below the required 50 percent margin to win."
5859,3SR6AEG6W4SKIHH3GY93BLMH8LRHYD,6.2,5.4,4.2,38,242,73.68421053,5.421052632,73.68421053,"The Sacramento-based C-130 crew was looking for 50-year-old David Jines, who was reported missing after leaving Avalon Harbor on Santa Catalina Island man in a 12-foot motorized skiff to reach a friend in high winds Tuesday, authorities said."
5860,356ZPKYPUGGCVYFRZBH8KUO8UC1PYQ,5.4,5.6,4.4,26,149,84.61538462,5.192307692,57.69230769,The sale will recoup for taxpayers part of the massive public investment made to save the sector from collapse at the height of the financial crisis.
5861,30UZJB2POGB7ML0KQBF4WUNEUB553E,4.4,4,4.8,17,106,50,6.176470588,70.58823529,"The sanctions were starting to hurt, these officials said, and were being felt especially by big business."
5862,3PMR2DOWON0S4HJOQPKN6ZFK8B154Z,4.4,5,4,35,211,65.71428571,4.6,57.14285714,"The scene attracted onlookers, some calling others over by cell phone, and eventually there were as many as 10 men or boys sexually assaulting the girl while another 20 looked on, laughing and snapping pictures."
5863,3NRZ1LDP7V5C0OPWVXJRY1XA065PZH,6.2,6.2,5.2,57,357,64.9122807,4.421052632,61.40350877,"The science minister, Lord Drayson, who is in Japan on official business, announced on the social networking network Twitter in the early hours of yesterday that he had just heard about Nutt's departure and ""I am looking into it"", triggering speculation that he is privately concerned about the way relations with the scientific community might be affected."
5864,30IRMPJWDYI2N66P8OK6GH9CXFFRKO,2.8,5.6,2.2,18,106,61.11111111,5.777777778,55.55555556,"The script is in the folder and executable, when I type ./unmountWD.sh the drive parks and stops spinning."
5865,3511RHPADUDD7CO7TOW7VHMRMFKRLR,3.4,4,3.6,14,76,67.85714286,5,64.28571429,The script menu option won't show up until there are scripts in that folder.
5866,3DW3BNF1GGHALCL58JSDR9PONLZV83,2.4,5.2,3.6,23,130,50,5.304347826,69.56521739,the script starts whenever my wd-passport usb-hdd is plugged in and the notification icon stays as long as i don't remove the hdd.
5867,3Z33IC0JCZLAZH4FDBYRR5KZ7RHV9S,5.8,6,3,23,128,80.43478261,6.434782609,60.86956522,The search covered 644 square miles of ocean but rescuers were concentrating on a debris field 50 miles off the San Diego coast.
5868,32LAQ1JNT8OT6HOT6RT3MJJSNRAUT1,5,5.2,4.8,38,239,78.94736842,5.131578947,71.05263158,"""The search effort has saturated an area totaling 644 square miles and includes surface and air assets from the Coast Guard, Navy, Marine Corps and Customs Border Protection Air/Marine Branch,"" the Coast Guard said Saturday in a statement."
5869,39O6Z4JLX1W00DMDGR45786HEU8XVD,4,4.6,4,17,97,79.41176471,3.058823529,76.47058824,The search gained momentum earlier this year with the help of newly elected U.S. Rep. Pete Olson.
5870,3AC6MFV69JHKN7R8CKBMPSVJEFVHZ4,6,6,2.6,14,95,60.71428571,4.071428571,57.14285714,"""The search has been continuous since the collision occurred at approximately 7 p.m. Thursday."""
5871,3XWUWJ18TKP86U3I6WJDRF5U65HUUS,4.4,5.6,4.6,20,131,52.5,3.1,70,"""These are all military personnel. They're trained in survival tactics, they're trained also with the will to live,"" Castillo said."
5872,3YO4AH2FPCJ0YFKLRGLOS7KYNV8Q0H,3.2,4.2,5.2,17,96,50,4.823529412,52.94117647,These are all the kind of nuts-and-bolts issues that we can address and try to resolve together.
5873,3QREJ3J432WRK8BC34NAU50DRNRKLS,3.6,3.8,5.4,10,51,70,5.6,50,"These are people ""who follow the war for a living."""
5874,3XAOZ9UYRYQ05453NZPO6C38SNEQ1K,3.4,4,4.2,24,134,54.16666667,6.541666667,70.83333333,"""These are very independent people, and these old family ties mean a lot there,"" said Berendt, who also is not working on the contest."
5875,3CVBMEMMXAF13XL2TPJ3Y82K4MI7H2,4.8,4.6,2.8,11,65,81.81818182,6.181818182,72.72727273,"The seat opened following the death of Rep. Steve Hailey, R-Mesa."
5876,3JVP4ZJHDORNHHW2E8GFJ5TCWLRI06,5.8,5.8,4.2,29,185,70.68965517,3.275862069,58.62068966,"The SEC alleges that Yee, who joined ValueAct as chief financial officer in 2005, tipped off his brother-in-law, Chen Tang, who then traded on the information through personal accounts."
5877,3HRWUH63QT1EQPTU8UZJ58LKZSWN5C,5.6,5.2,3.6,32,180,73.4375,4.6875,68.75,These can be traded for a compact or full sized (with numeric keypad) USB keyboard and/or a standard USB Apple Mouse (the same model that was formerly referred to as Mighty Mouse).
5878,363A7XIFV3LO40EK5HCRN0VJD9ZVA7,2.4,4.2,4.2,7,38,71.42857143,3.714285714,57.14285714,These candidates can be of any stripe.
5879,31D0ZWOD09Y8BZD42KO2275TJDMA0U,4.8,5.2,3.6,8,47,62.5,3.625,87.5,The SEC did not identify Yee's former employer.
5880,3MD8CKRQZYM7CM07Q3KUF29ZIQFJRH,4.6,5.6,4.2,16,120,62.5,3.25,81.25,"The second lesson, Ambinder says, is that ""populist, regular-guy candidates can win in supposedly 'moderate' districts."""
5881,3TUOHPJXYGWDF2MI6191TAPVL3AXWN,3,5.4,3,17,99,61.76470588,5.117647059,70.58823529,"The second time, even recovery mode did not work; three times I attempting to boot without success."
5882,3JUDR1D0D5Q7UPNZ63P2BVDDKTSQ21,5,5.6,2.4,17,102,70.58823529,5.823529412,64.70588235,"These cooling stations are for heat stroke victims, whose temperatures soar to as high as 108 degrees."
5883,3HEA4ZVWVCLA00NO4U3XBRLY87W554,3.8,4.6,4.6,17,109,82.35294118,6.764705882,70.58823529,The section that covers Kari's relocation benefits alone is about the same size as Sinegal's entire contract.
5884,33J5JKFMK5XWF7JIA337U5I5Q7SQ3C,4.8,4.6,3,14,89,75,2,64.28571429,These exploits provided the basis for W. L. White's 1942 bestseller They Were Expendable.
5885,3RQVKZ7ZRJIXO7IKA4GWB4WIF3027F,5.6,5.8,3.4,21,112,54.76190476,1.904761905,38.0952381,"The Seidmans married in 2001 and Seidman, 43, is stepfather to her three children, aged 10, 12 and 13, she said."
5886,3TC2K6WK9F11OLN3K982P4SDQN6282,2.6,3.4,4.2,5,28,80,2.6,60,These is the Kaffeine Error.
5887,3M93N4X8HJMJD10K5SKZ5CEV4SYJS5,1.6,2.4,2.8,5,26,80,2.6,60,These is the Kopete Error.
5888,3TX9T2ZCB802KXMX7JXMQV56T37ZWL,4.8,5,4,42,279,83.33333333,3.80952381,66.66666667,"The Senate Finance Committee bill also could end the Massachusetts Health Insurance Connector Authority's ability to aggressively bargain with insurers on behalf of consumers and taxpayers, turning it into a toothless agency - little more than a Yellow Pages listing of insurers."
5889,36AZSFEYZ3ZTNAJCBVCNIBFPVRKVB2,4.8,4.2,4.2,29,158,75.86206897,3.379310345,58.62068966,The sensitivity of the issue was underlined by the way Mr Blair responded when The Mail on Sunday contacted his office to discuss the matter at 2pm on Friday.
5890,338GLSUI42A38ZEOM2TEQEM3BLISFC,4.2,5,3.8,21,130,80.95238095,3.571428571,57.14285714,These qualities coupled with a complete disregard for his own personal safety reflect great credit upon him and the Naval Service.
5891,39XCQ6V3KX36J4N29DD23XZY42756K,6.2,6.2,3.6,16,95,71.875,3.4375,56.25,"The session also deliberated a draft amendment to the Electoral Law, which was enacted in 1953."
5892,3SBX2M1TKCMHX32MAH8Q4AAB47OQ4X,3.4,3.8,4.2,17,92,76.47058824,6.294117647,70.58823529,These things usually are done with windows boot disks as the mfg's assume windows is the OS.
5893,3DZKABX2ZH4CXFBIPV8ITVL7DCKVC9,3,2.6,4.6,6,35,75,3.333333333,50,These two facts grate on feminists.
5894,32XN26MTXYIP7I48ZBDSBLL4DPM0L3,5.8,5.2,4.2,10,64,90,2.7,70,The seven aspirants for M.J. Khan's seat reflect that diversity.
5895,3L7SUC0TTTT9D0MTZNE7BY0TDUC0M5,3.2,5.2,3.6,9,57,83.33333333,4.777777778,66.66666667,These waters are full of crocodiles and poisonous snakes.
5896,3ZC62PVYDG9S42R8G65NVT32U5GXXG,4.6,5,3.8,28,148,67.85714286,4.535714286,53.57142857,"These were put up for sale earlier this year but the proposed deal required RBS to provide the finance to the buyer, which was rejected by the bank."
5897,3VCK0Q0PO4DFVI7TBOT7ODPTIKM0N5,3,4.4,4.6,5,36,80,2.6,60,These were the ultra-committed fans.
5898,3ZFRE2BDQ8DH9XRNHOT8SEJD25DZXE,4.6,5.6,4,21,125,57.14285714,5.523809524,61.9047619,"These will not only make the consumer the one who markets your product, but also create an unprecedented level of engagement."
